"X","decision_factors_decision_factors_party","decision_factors_decision_factors_personalvalues","decision_factors_decision_factors_experts","decision_factors_decision_factors_constituents","accuracy","accuracy_response","preference","preference_response","familiarity","partisan_bias","partisan_diss","pid_3","gov_exp","pid_indep","Staffer","area","ideo5","issue","republican","liberal","age","female","republican_alignment","democrat_alignment","deference_experts","deference_party","deference_personalvalues","deference_constituents","accuracy_3","treated","accuracy_bin","issue_full","Level","weight","Population_bin","Education_bin","Urban_bin","Voteshare_bin"
488,0.25,0.25,1,0.5,0.75,NA,1,NA,0,0,"Neither party is more likely than the other to support the use of needle exchanges","Democrat",10,NA,0,"local area","Very liberal","NEP",0,1,NA,NA,0,0,0.75,0,0,0.25,"Informed",1,1,"Needle Exchange","municipality",9.34530940872844e-15,"low","HIGH","HIGH","low"
489,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Republican",3,NA,0,"district","Very conservative","NEP",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","state",0.851079886143661,"HIGH","low","low",NA
490,0.25,0.75,0.75,0.5,0.5,NA,0.833,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Republican",8,NA,0,"county","Moderate, middle of the road","NEP",1,0,NA,NA,0,1,0.25,-0.25,0.25,0,"Unsure",1,0,"Needle Exchange","county",1.1676963380765,"HIGH","HIGH","low","HIGH"
491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",NA,NA,1,"district",NA,"NEP",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","state",0.99976235590456,"HIGH","low","low","HIGH"
492,0,0,1,0.25,1,0,1,0,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",21,NA,1,"district","Somewhat liberal","NEP",0,1,55,0,0,1,1,0,0,0.25,"Informed",0,1,"Needle Exchange","state",1,NA,NA,NA,NA
493,0.5,1,1,0.75,1,0,1,0,1,0,"Democrats are more likely to support the use of needle exchanges","Democrat",14,NA,1,"district","Very liberal","NEP",0,1,44,0,0,1,0.25,-0.25,0.25,0,"Informed",0,1,"Needle Exchange","state",0.545387567009102,"HIGH","HIGH","low",NA
494,0,1,0.75,0.25,0.5,0.5,1,0,0.67,0,"Democrats are more likely to support the use of needle exchanges","Republican",16,NA,0,"county","Moderate, middle of the road","NEP",1,0,NA,NA,0,1,0.25,-0.5,0.5,-0.25,"Unsure",0,0,"Needle Exchange","county",1.76636546305018,"HIGH","low","low","HIGH"
495,0,0.75,0.75,0.75,NA,NA,NA,NA,0.67,NA,"Neither party is more likely than the other to support the use of needle exchanges","Independent",4,"Neither",0,"local area","Moderate, middle of the road","NEP",NA,0,NA,NA,0,0,0.375,-0.375,0.375,0.375,NA,0,NA,"Needle Exchange","township",9.34530940872844e-15,"low","HIGH","low","low"
496,0.5,0.5,1,0.75,0.75,NA,0.833,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",9,NA,1,"district","Very liberal","NEP",0,1,31,0,0,1,0.5,0,0,0.25,"Informed",1,1,"Needle Exchange","state",0.766166981144734,"HIGH","HIGH","low","low"
497,0,1,0,1,1,0,1,0,0.67,0,"Neither party is more likely than the other to support the use of needle exchanges","Republican",25,NA,0,"local area","Somewhat conservative","NEP",1,0,NA,0,0,0,-0.5,-0.5,0.5,0.5,"Informed",0,1,"Needle Exchange","municipality",2.29876260014031e-14,"low","low","HIGH","low"
498,0,0.5,1,0.5,1,-0.25,0.833,0,0.67,0,"Democrats are more likely to support the use of needle exchanges","Republican",29,NA,1,"district","Moderate, middle of the road","NEP",1,0,53,1,0,1,0.75,-0.25,0.25,0.25,"Informed",0,1,"Needle Exchange","state",0.990359041190242,"HIGH","HIGH","low","HIGH"
499,0,0.25,0.5,0.25,0.5,0,0.167,0,0.67,0,"Democrats are more likely to support the use of needle exchanges","Republican",6,NA,1,"district","Somewhat conservative","NEP",1,0,NA,NA,0,1,0.375,-0.125,0.125,0.125,"Unsure",0,0,"Needle Exchange","state",1,NA,NA,NA,NA
500,0.25,1,1,0.5,1,NA,0.833,NA,1,0,"Democrats are more likely to support the use of needle exchanges","Republican",41,NA,0,"county","Somewhat conservative","NEP",1,0,NA,NA,0,1,0.375,-0.375,0.375,-0.125,"Informed",1,1,"Needle Exchange","county",0.748860181528868,"HIGH","low","low","HIGH"
501,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0,NA,"Democrat",1,NA,0,"district","Somewhat liberal","NEP",0,1,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Needle Exchange","state",0.727737781483878,"HIGH","HIGH","low",NA
502,0,0.75,1,0.75,0.75,NA,0.667,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",4,NA,0,"local area","Moderate, middle of the road","NEP",0,0,NA,NA,0,1,0.625,-0.375,0.375,0.375,"Informed",1,1,"Needle Exchange","township",9.34530940872844e-15,"HIGH","HIGH","HIGH","low"
503,0,0.75,0.5,0.5,0.75,NA,0.667,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Independent",10,"Republican Party",0,"local area","Moderate, middle of the road","NEP",1,0,64,1,0,1,0.125,-0.375,0.375,0.125,"Informed",1,1,"Needle Exchange","municipality",2.50842563896479,"low","low","low","HIGH"
504,0,0.5,0.5,0.5,1,NA,0.167,NA,0.67,1,"Democrats are more likely to support the use of needle exchanges","Republican",10,NA,0,"local area","Moderate, middle of the road","NEP",1,0,NA,1,0,1,0.25,-0.25,0.25,0.25,"Informed",1,1,"Needle Exchange","local",5.00007598160723,NA,NA,NA,NA
505,0,0.75,0.75,0,1,NA,0.167,NA,0.33,0,"Democrats are more likely to support the use of needle exchanges","Independent",2,"Republican Party",0,"county","Somewhat conservative","NEP",1,0,60,0,0,1,0.375,-0.375,0.375,-0.375,"Informed",1,1,"Needle Exchange","county",0.495051171456088,"HIGH","low","low","HIGH"
506,0,0.25,1,0.5,0.75,0,0.167,0,0.67,1,"Neither party is more likely than the other to support the use of needle exchanges","Republican",4,NA,0,"local area","Somewhat conservative","NEP",1,0,71,0,0,0,0.875,-0.125,0.125,0.375,"Informed",0,1,"Needle Exchange","municipality",1.01976662242037,"low","HIGH","HIGH","HIGH"
507,0.5,0.5,1,0.75,1,NA,1,NA,0.67,0,"Neither party is more likely than the other to support the use of needle exchanges","Democrat",2,NA,0,"district","Very liberal","NEP",0,1,27,1,0,0,0.5,0,0,0.25,"Informed",1,1,"Needle Exchange","state",1,NA,NA,NA,NA
508,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,"Republican",40,NA,0,"local area","Moderate, middle of the road","NEP",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","municipality",9.34530940872844e-15,"low","low","HIGH","low"
509,0,0.5,0.5,0.5,0.75,0,0.5,0.167,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",36,NA,1,"district","Moderate, middle of the road","NEP",0,0,58,1,0,1,0.25,-0.25,0.25,0.25,"Informed",0,1,"Needle Exchange","state",1.13831149855159,"low","low","HIGH",NA
510,0,0,0,0,0.75,-0.25,0,0,0.33,1,"Democrats are more likely to support the use of needle exchanges","Republican",2,NA,0,"local area","Somewhat conservative","NEP",1,0,43,1,0,1,0,0,0,0,"Informed",0,1,"Needle Exchange","municipality",1.01976662242037,"low","low","HIGH","HIGH"
511,0.25,0.75,0.75,0.25,0.25,0.5,0,0,0.67,0,"Democrats are more likely to support the use of needle exchanges","Republican",5,NA,0,"county","Somewhat conservative","NEP",1,0,76,1,0,1,0.25,-0.25,0.25,-0.25,"Misinformed",0,0,"Needle Exchange","county",0.495051171456088,"HIGH","low","low","HIGH"
512,0.25,0.5,0.75,0.5,0.25,0.5,0.667,0,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",5,NA,0,"local area","Somewhat liberal","NEP",0,1,55,0,0,1,0.375,-0.125,0.125,0.125,"Misinformed",0,0,"Needle Exchange","municipality",9.34530940872844e-15,"HIGH","HIGH","HIGH","low"
513,0.5,0.5,1,1,1,NA,0.5,NA,0.67,0,"Neither party is more likely than the other to support the use of needle exchanges","Republican",4,NA,0,"district","Somewhat conservative","NEP",1,0,NA,NA,0,0,0.5,0,0,0.5,"Informed",1,1,"Needle Exchange","state",1,NA,NA,NA,NA
514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",6,NA,0,"county","Somewhat conservative","NEP",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Needle Exchange","county",0.474967552135226,"low","HIGH","low","HIGH"
515,0.5,0.75,0.75,0.5,0.5,0.5,1,0,1,0,"Democrats are more likely to support the use of needle exchanges","Republican",47,NA,0,"district","Very conservative","NEP",1,0,NA,NA,0,1,0.125,-0.125,0.125,-0.125,"Unsure",0,0,"Needle Exchange","state",0.468682528429356,"HIGH","HIGH","HIGH","low"
516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"district",NA,"NEP",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","state",1,NA,NA,NA,NA
517,0.5,1,0.5,0.5,0.5,NA,0.5,NA,0.33,0,"Democrats are more likely to support the use of needle exchanges","Democrat",35,NA,0,"local area","Moderate, middle of the road","NEP",0,0,NA,NA,0,1,-0.25,-0.25,0.25,-0.25,"Unsure",1,0,"Needle Exchange","municipality",1.01976662242037,"HIGH","HIGH","HIGH","HIGH"
518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"district",NA,"NEP",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Needle Exchange","state",0.468682528429356,"HIGH","HIGH","low","low"
519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"district",NA,"NEP",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","state",0.766166981144734,"HIGH","HIGH","low","low"
520,0,0.75,0.75,0.75,0.5,0.5,0.167,NA,0.33,0,"Democrats are more likely to support the use of needle exchanges","Republican",4,NA,1,"district","Somewhat conservative","NEP",1,0,NA,NA,0,1,0.375,-0.375,0.375,0.375,"Unsure",0,0,"Needle Exchange","state",0.523381605575244,"HIGH","HIGH","HIGH","low"
521,0.25,0.5,1,0.5,0.75,NA,0.5,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",11,NA,0,"county","Moderate, middle of the road","NEP",0,0,37,0,0,1,0.625,-0.125,0.125,0.125,"Informed",1,1,"Needle Exchange","county",0.495051171456088,"HIGH","low","HIGH","low"
522,0.25,0.5,0.5,0.5,0.75,NA,0.5,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Republican",11,NA,1,"district","Moderate, middle of the road","NEP",1,0,NA,NA,0,1,0.125,-0.125,0.125,0.125,"Informed",1,1,"Needle Exchange","state",1,NA,NA,NA,NA
523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"district",NA,"NEP",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","state",1,NA,NA,NA,NA
524,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,"Independent",4,"Republican Party",1,"district","Moderate, middle of the road","NEP",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","state",0.468682528429356,"HIGH","HIGH","HIGH","low"
525,0.5,0.75,1,0.75,0.75,NA,0.833,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",3,NA,1,"district","Very liberal","NEP",0,1,NA,NA,0,1,0.375,-0.125,0.125,0.125,"Informed",1,1,"Needle Exchange","state",0.545387567009102,"HIGH","HIGH","low",NA
526,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0,NA,"Democrat",1,NA,1,"district","Moderate, middle of the road","NEP",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","state",0.473132600708826,"HIGH","low","HIGH","low"
527,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,"Republican",5,NA,1,"district","Moderate, middle of the road","NEP",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Needle Exchange","state",0.640666014731827,"HIGH","HIGH","low","HIGH"
528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",20,NA,1,"district","Somewhat conservative","NEP",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","state",0.545387567009102,"HIGH","HIGH","HIGH",NA
529,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,"Republican",2,NA,1,"district","Somewhat conservative","NEP",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","state",0.468682528429356,"HIGH","HIGH","HIGH","low"
530,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0,NA,"Democrat",1,NA,1,"district","Somewhat liberal","NEP",0,1,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Needle Exchange","state",0.468682528429356,"HIGH","HIGH","low","low"
531,1,1,0.75,1,0.75,NA,0.667,NA,0.67,0,"Neither party is more likely than the other to support the use of needle exchanges","Republican",32,NA,1,"district","Somewhat conservative","NEP",1,0,NA,NA,0,0,-0.25,0,0,0,"Informed",1,1,"Needle Exchange","state",0.550565942447265,"HIGH","low","low",NA
532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"district",NA,"NEP",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Needle Exchange","state",1,NA,NA,NA,NA
533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"district",NA,"NEP",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","state",1,NA,NA,NA,NA
534,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,"Republican",25,NA,0,"district","Somewhat conservative","NEP",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","state",1,NA,NA,NA,NA
535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",8,NA,1,"district","Very conservative","NEP",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Needle Exchange","state",1,NA,NA,NA,NA
536,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,"Republican",3,NA,0,"district","Somewhat conservative","NEP",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","state",1.94207826744594,"low","HIGH","low",NA
537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"district",NA,"NEP",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Needle Exchange","state",0.523381605575244,"HIGH","HIGH","HIGH","low"
538,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0,NA,"Democrat",4,NA,1,"district","Somewhat liberal","NEP",0,1,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","state",0.473132600708826,"HIGH","low","HIGH","low"
539,0,0.5,0,0.25,0.75,NA,0.5,NA,0.33,1,"Democrats are more likely to support the use of needle exchanges","Independent",22,"Republican Party",0,"county","Moderate, middle of the road","NEP",1,0,NA,NA,0,1,-0.25,-0.25,0.25,0,"Informed",1,1,"Needle Exchange","county",0.876274790964345,"low","low",NA,"HIGH"
540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",22,NA,0,"district","Moderate, middle of the road","NEP",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Needle Exchange","state",2.3030177822852,"low","low","HIGH","HIGH"
541,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,"Republican",18,NA,0,"local area","Very conservative","NEP",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","local",5.00007598160723,NA,NA,NA,NA
542,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0,NA,"Democrat",1,NA,1,"district","Moderate, middle of the road","NEP",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","state",0.533273297088251,"HIGH","low","low","low"
543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"district",NA,"NEP",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","state",1.6847845404614,"low","low","HIGH","low"
544,0.25,0,0.75,0.75,NA,NA,NA,NA,0.67,0,"Republicans are more likely to support the use of needle exchanges","Democrat",5,NA,1,"district","Somewhat liberal","NEP",0,1,NA,NA,1,0,0.625,0.125,-0.125,0.625,NA,1,NA,"Needle Exchange","state",0.545387567009102,"HIGH","HIGH","low",NA
545,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,"Republican",3,NA,1,"district","Somewhat conservative","NEP",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","state",0.851079886143661,"HIGH","low","low",NA
546,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,"Independent",10,"Republican Party",0,"local area","Moderate, middle of the road","NEP",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","township",9.34530940872844e-15,"low","HIGH","low","low"
547,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Democrat",10,NA,0,"local area","Moderate, middle of the road","NEP",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Needle Exchange","municipality",9.34530940872844e-15,"HIGH","HIGH","HIGH","low"
548,0.25,1,0.75,0.5,1,0,1,0,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",6,NA,0,"local area","Somewhat liberal","NEP",0,1,NA,NA,0,1,0.125,-0.375,0.375,-0.125,"Informed",0,1,"Needle Exchange","township",5.00007598160723,"low","HIGH","low","low"
549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",4,NA,0,"local area","Somewhat conservative","NEP",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Needle Exchange","township",9.34530940872844e-15,"low","HIGH","low","low"
550,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0,NA,"Democrat",22,NA,1,"district","Very liberal","NEP",0,1,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Needle Exchange","state",0.523381605575244,"HIGH","HIGH","HIGH","low"
551,0,0.5,1,0,1,0,0.833,0,0.33,0,"Democrats are more likely to support the use of needle exchanges","Republican",2,NA,0,"local area","Somewhat conservative","NEP",1,0,NA,NA,0,1,0.75,-0.25,0.25,-0.25,"Informed",0,1,"Needle Exchange","municipality",1.01976662242037,"low","HIGH","low","HIGH"
552,0,0.5,0.25,0.25,0.75,NA,0.5,NA,0.33,1,"Neither party is more likely than the other to support the use of needle exchanges","Republican",15,NA,0,"county","Somewhat conservative","NEP",1,0,NA,NA,0,0,0,-0.25,0.25,0,"Informed",1,1,"Needle Exchange","county",2.0669032285051,"low","HIGH",NA,"HIGH"
553,0,0.75,1,0.5,0,1,0.833,0,0.67,0,"Democrats are more likely to support the use of needle exchanges","Independent",12,"Democratic Party",0,"local area","Moderate, middle of the road","NEP",0,0,NA,NA,0,1,0.625,-0.375,0.375,0.125,"Misinformed",0,0,"Needle Exchange","municipality",2.29876260014031e-14,"HIGH","low","HIGH","low"
554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",2,NA,0,"district","Somewhat conservative","NEP",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Needle Exchange","state",1,NA,NA,NA,NA
555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",NA,NA,0,"district",NA,"NEP",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","state",1.77426404520896,"HIGH","low","HIGH","HIGH"
556,0.5,0.75,1,0.75,NA,NA,NA,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",9,NA,0,"local area","Somewhat liberal","NEP",0,1,NA,NA,0,1,0.375,-0.125,0.125,0.125,NA,1,NA,"Needle Exchange","municipality",9.34530940872844e-15,"low","HIGH","low","low"
557,0,0,0,0,NA,NA,NA,NA,0.67,0,"Neither party is more likely than the other to support the use of needle exchanges","Republican",8,NA,0,"local area","Moderate, middle of the road","NEP",1,0,NA,NA,0,0,0,0,0,0,NA,1,NA,"Needle Exchange","municipality",1.01976662242037,"low","HIGH","HIGH","HIGH"
558,0.5,0.5,0.5,0.5,0,NA,0.5,NA,0.67,0,"Neither party is more likely than the other to support the use of needle exchanges","Democrat",25,NA,0,"local area","Moderate, middle of the road","NEP",0,0,NA,NA,0,0,0,0,0,0,"Misinformed",1,0,"Needle Exchange","township",9.34530940872844e-15,"low","low","HIGH","low"
559,0.5,0.75,0.75,0.75,0,NA,0.833,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Republican",2,NA,0,"county","Somewhat conservative","NEP",1,0,NA,NA,0,1,0.125,-0.125,0.125,0.125,"Misinformed",1,0,"Needle Exchange","county",0.495051171456088,"HIGH","HIGH","low","HIGH"
560,1,0.5,0.75,1,NA,NA,NA,NA,0.33,0,"Neither party is more likely than the other to support the use of needle exchanges","Democrat",NA,NA,0,"district",NA,"NEP",0,0,NA,NA,0,0,0,0.25,-0.25,0.25,NA,0,NA,"Needle Exchange","state",2.60438600415213,"low","low","low","low"
561,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Independent",NA,"Democratic Party",0,"county","Very liberal","NEP",0,1,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","county",0.495051171456088,"HIGH","low","low","HIGH"
562,0,0.5,0.75,0.5,0.25,0,0.5,0,0.67,0,"Democrats are more likely to support the use of needle exchanges","Other party (Please specify):",15,"Neither",0,"local area","Somewhat liberal","NEP",NA,1,73,0,0,1,0.5,-0.25,0.25,0.25,"Misinformed",0,0,"Needle Exchange","municipality",2.29876260014031e-14,"low","low","HIGH","HIGH"
563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",15,NA,1,"district","Somewhat conservative","NEP",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","state",2.59730665501189,"low","low","low","HIGH"
564,0.75,0.75,0.75,0.75,0.75,0.25,0.833,0.167,0.33,0,"Republicans are more likely to support the use of needle exchanges","Independent",26,"Republican Party",0,"county","Somewhat conservative","NEP",1,0,NA,NA,1,0,0,0,0,0,"Informed",0,1,"Needle Exchange","county",2.15430056212872,"low","low","low","HIGH"
565,0,0.75,1,0.75,0.75,NA,0.5,NA,1,1,"Democrats are more likely to support the use of needle exchanges","Independent",20,"Republican Party",0,"local area","Somewhat conservative","NEP",1,0,NA,NA,0,1,0.625,-0.375,0.375,0.375,"Informed",1,1,"Needle Exchange","municipality",9.34530940872844e-15,"HIGH","low","HIGH","HIGH"
566,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Democrat",NA,NA,1,"district",NA,"NEP",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","state",0.533273297088251,"HIGH","low","HIGH","low"
567,0.5,0.5,1,0.5,1,NA,0.833,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",3,NA,0,"county","Very liberal","NEP",0,1,NA,NA,0,1,0.5,0,0,0,"Informed",1,1,"Needle Exchange","county",0.495051171456088,"HIGH","low","low","low"
568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",3,NA,0,"local area","Moderate, middle of the road","NEP",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","township",1.01976662242037,"low","HIGH","HIGH","HIGH"
569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent",15,"Neither",0,"county","Somewhat conservative","NEP",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","county",0.495051171456088,"HIGH","HIGH","low","low"
570,0.5,0.75,1,0.75,0.5,NA,0.833,NA,1,0,"Democrats are more likely to support the use of needle exchanges","Democrat",1,NA,0,"district","Somewhat liberal","NEP",0,1,NA,NA,0,1,0.375,-0.125,0.125,0.125,"Unsure",1,0,"Needle Exchange","state",0.74149171849679,"HIGH","low","HIGH",NA
571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Democrat",12,NA,0,"local area","Very liberal","NEP",0,1,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Needle Exchange","municipality",9.34530940872844e-15,"HIGH","HIGH","HIGH","low"
572,0.5,0.75,0.5,0.75,NA,NA,NA,NA,0.67,0,"Neither party is more likely than the other to support the use of needle exchanges","Republican",18,NA,0,"county","Somewhat conservative","NEP",1,0,NA,NA,0,0,-0.125,-0.125,0.125,0.125,NA,1,NA,"Needle Exchange","county",0.495051171456088,"HIGH","HIGH","HIGH","low"
573,0.25,0.75,1,0.75,1,NA,1,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",15,NA,0,"local area","Somewhat liberal","NEP",0,1,NA,NA,0,1,0.5,-0.25,0.25,0.25,"Informed",1,1,"Needle Exchange","municipality",2.29876260014031e-14,"low","low","HIGH","HIGH"
574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"district",NA,"NEP",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","state",1,NA,NA,NA,NA
575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other party (Please specify):",99,"Neither",0,"county","Not sure","NEP",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Needle Exchange","county",0.495051171456088,"HIGH","HIGH","low","low"
576,0,0.5,1,0.75,1,NA,0.5,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",1.5,NA,0,"district","Moderate, middle of the road","NEP",0,0,NA,NA,0,1,0.75,-0.25,0.25,0.5,"Informed",1,1,"Needle Exchange","state",0.468682528429356,"HIGH","HIGH","HIGH","low"
577,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Democrat",5,NA,0,"local area","Moderate, middle of the road","NEP",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Needle Exchange","municipality",2.29876260014031e-14,"HIGH","low","HIGH","low"
